id,手機螢幕溫度(平均),手機螢幕溫度(最大),手機背蓋溫度(平均),平均APP運作指標/小時,充電時間指標,手機電池電量,CPU跑分階級,手機外殼/包膜指標,外型平均曲率,上網頻率指標,通話頻率指標,新機/二手/老舊,內容容量比率,CPU效能等級,
1383,35.0952381,46.04761905,65.78,289.7,0.63,75.84776335,3,0.080019385,0.027893875,554.6,218.3,0,0.564605412,1,
1384,58.35714286,60.97619048,38.35333333,615.3,0.724137931,89.93506494,3,0.058061905,-0.0556,4165,4012,1,0.925675676,1,
1385,43.10135324,48.61904762,46.1016744,249.2368362,0,71.53422325,3,0.172166735,-0.042299636,4287.792389,3877.237648,0,0.999522724,1,
1386,28.28571429,35.97619048,77.53333333,234.6,0.043956044,75.75757576,3,0.100474887,0.268956197,396.4,154.3,2,0.223605955,1,
1387,57.19047619,62.97619048,45.18,471.1,0.097014925,95.72510823,3,0.052850891,-0.05352,4669,4287,1,0.916068567,1,
1388,11.37515259,13.95238095,24.56500499,363.6181439,0,96.21656372,6,0.124386415,0.135221228,363.4509714,102.2783978,1,0.884543359,4,
1389,27.59366281,30.45238095,45.50526428,199.6559726,0.074626863,72.19971312,3,0.107840642,-0.066893987,2200.266707,2005.060736,0,0.984799266,1,
1390,33.47619048,42.5,59.26666667,245,0.019607843,77.74170274,3,0.04388025,0.061638076,2032,1850,1,0.729460704,1,
1391,41.80412946,46.95238095,41.93507131,1175.637844,0.027972028,67.65789031,3,0.132274508,0.014401839,4907.899092,4444.539414,0,0.971403241,1,
1392,62.52380952,68.64285714,67.06666667,1613,0.533333333,55.24891775,3,0.196986675,0.022112873,3406,3084,1,0.990356517,1,
1393,56.30952381,68.19047619,50.56666667,848.6,0.8359375,90.45815296,3,0.040833764,0.021484363,2129,1463,0,0.899815131,1,
1394,30.33333333,37.28571429,60.94,398.4,0.180851064,76.40692641,3,0.109959975,0.0556774,1048,712.8,1,0.435489546,1,
1395,66.38095238,73.66666667,38.8,1355,0.051948052,80.91630592,3,0.02606135,-0.1233,4961,4505,1,0.790900714,1,
1396,49.5952381,59.83333333,73.06666667,334.1,0.055555556,91.14357864,3,0.105347008,-0.08089,1550,1124,0,0.956644454,1,
1397,58.19047619,68,50.79333333,757.5,0.93258427,91.1002413,3,0.044759929,-0.04096,2396,1944,0,0.983237049,1,
1398,11.49761018,13.5952381,29.32711283,34.51502395,0.068100356,83.22064257,6,0.053834461,0.033301659,842.2270521,480.7805392,1,0.726825953,4,
1399,21.30859375,23.66666667,49.9238739,595.2761868,0,81.24494069,4,0.070036627,-0.245945141,1381.544578,1232.039076,0,0.939147592,2,
1400,35.57127162,40.76190476,37.32034047,763.0777087,0.020270269,80.49432945,3,0.036724254,-0.07704448,2373.975092,2231.897675,0,0.882069945,1,
1401,36.93062047,44.16666667,32.91772461,1101.154066,0.184466019,66.07656006,3,0.190491244,-0.026736531,4017.039387,3760.216968,0,0.930794537,1,
1402,38.83333333,45.64285714,61.5,427.6,0.076086957,85.62044029,3,0.072904892,-0.04632,2935,2704,0,0.982125545,1,
1403,29.52905273,34.14285714,33.18553416,286.5196069,0.567307711,66.8668187,3,0.118131772,0.040923715,3097.085422,2535.03467,0,0.922387898,1,
1404,63.33333333,71.26190476,55.92,1615,0.109375,84.45477948,4,0.051885344,0.053944585,3205,2920,0,0.983841006,2,
1405,21.99761905,28.71428571,60.9,257.4,0.419354839,53.33694084,3,0.203773066,0.047392744,748.3,465.1,0,0.903113547,1,
1406,49.47619048,57.16666667,54.32666667,1069,0.007874016,92.9215497,3,0.073178321,-0.09515,3233,2801,0,0.995066083,1,
1407,56.14285714,67.71428571,47.77333333,543.6,0.966666667,90.36796537,3,0.034524415,0.008554744,2406,1880,0,0.876857791,1,
1408,40.52380952,50.23809524,72.93333333,250.6,0.421052632,91.65920537,4,0.082817122,0.356638197,919.7,472.7,0,0.995078669,2,
1409,32.23809524,43.54761905,53.51333333,615.2,0.608695652,74.96392496,3,0.054042194,0.014310372,1398,1053,1,0.796254274,1,
1410,11.76965695,14.73809524,43.68296305,46.62752293,0.291338593,83.12567213,5,0.299857795,-0.213324487,281.2040512,0,0,0.939186714,3,
1411,17.99989973,22.88095238,45.51191711,70.39794543,0.002976191,58.47453485,4,0.136239007,0.056930799,492.8632323,0,0,0.731570184,2,
1412,26.85035342,30.85714286,38.30824025,401.353232,0.032110091,66.94166445,3,0.186056286,-0.028517978,2036.378088,1869.063023,0,0.85635668,1,
1413,24.50945754,30.83333333,42.33472188,199.42022,0,55.99285027,3,0.1717145,0.143255368,1689.394324,1302.487231,0,0.65866673,1,
1414,24.29231916,30.28571429,57.91917419,295.2030504,0.030434782,56.78543223,3,0.151784748,0.023602001,1558.653494,1205.808176,0,0.777410746,1,
1415,33.47619048,43.21428571,57.43333333,260.3,0.111111111,76.2987013,3,0.063276678,0.077844037,409.5,122.6,0,0.773832255,1,
1416,26.42857143,31.35714286,62.87333333,166.5,0.090909091,72.72727273,3,0.065811247,0.074452433,2029,1730,0,0.62050851,1,
1417,29.47619048,35.45238095,46.98666667,247.6,0.285714286,49.22438672,3,0.163045108,0.078827629,2108,1778,1,0.946497796,1,
1418,16.63856724,17.33333333,15.59270732,39.77225101,0.119496852,61.77201016,4,0.024841538,-0.030072812,163.3265655,0,0,0.469162583,2,
1419,53.71428571,59.0952381,52.27333333,619.1,0.081395349,59.84848485,3,0.085069373,-0.01681,3140,2672,0,0.999194302,1,
1420,55.97619048,61.76190476,42.77333333,376,0.073684211,58.87445887,4,0.079483494,-0.03347,3587,3214,0,0.997323818,2,
1421,46.95238095,55.21428571,60.37333333,721.6,0.052173913,94.24603175,3,0.060881618,0.021431744,4362,4099,0,0.888121129,1,
1422,14.71305193,18,42.3245519,274.2303634,0.052631579,99.76469986,5,0.12065611,0.03321005,1329.419689,1024.487548,0,0.924869537,3,
1423,33.62211391,39.88095238,67.99891663,1242.229082,0.123853214,66.56112462,3,0.15611276,-0.11675071,1439.264512,1003.073726,0,0.956048727,1,
1424,42.9047619,46.45238095,54.99333333,606.1,0,81.22294372,3,0.077472597,-0.3857,8410,8129,0,0.894354572,1,
1425,32.30952381,36.5,64.40666667,91.15,0.162162162,75.57720058,3,0.09952724,-0.1044,597.3,382.5,0,0.718473896,1,
1426,14.60754685,17.33333333,30.37975565,158.096486,0.003875969,83.78393672,5,0.451376915,0.103185289,1629.169155,1461.907062,0,0.996397046,3,
1427,42.00639997,49.07142857,49.03873698,1363.412968,0.003952569,67.15498039,3,0.195178136,-0.005589182,4833.172022,4305.690083,0,0.987371027,1,
1428,30.78571429,40.28571429,72.13333333,244.6,0.186046512,76.60533911,3,0.098939218,0.219979458,99.59,0,1,0.492756776,1,
1429,58.33333333,63.21428571,53.35333333,844.2,0.107526882,96.5007215,3,0.050750628,-0.1008,5622,5012,1,0.886084742,1,
1430,24.07142857,31.38095238,66.04666667,162.1,0.255813953,79.40121744,3,0.059313383,0.20684399,617.3,285.6,1,0.604986074,1,
1431,23.53576079,31.02380952,33.01983897,288.4841031,0.091666669,65.46750014,3,0.10876102,-0.062215023,1098.882413,533.1442304,0,0.974783147,1,
1432,67.88095238,75.19047619,60.76,1461,0.311111111,81.04256854,3,0.040149879,-0.1483,4184,3940,0,0.891891892,1,
1433,9.706245786,10.92857143,28.82979838,80.8430665,0.513888896,83.32779266,4,0.266389251,0.128032178,15.78452448,0,0,0.599599838,2,
1434,24.97521682,32.47619048,41.19477844,478.0928573,0,58.07829522,4,0.131503567,-0.016629793,633.5073355,10.62041726,0,0.947001815,2,
1435,35.28571429,43.35714286,71.6,268.2,0.03125,83.70393985,3,0.059840661,0.259975981,445.1,197.4,0,0.771636524,1,
1436,46.07142857,53.73809524,51.36666667,131.3,0.019417476,97.72727273,3,0.08653836,0.058011534,7416,7216,0,0.849275877,1,
1437,62.54761905,65.11904762,32,882.3,0.233333333,93.36219336,3,0.02246836,-0.1614,6027,5772,1,0.922270427,1,
1438,39.38095238,48.5,70.93333333,502.5,0.645454545,85.6962482,3,0.128059313,0.129024772,850.2,451.4,0,0.609192929,1,
1439,38.78571429,45.07142857,53.9,491,0.12962963,85.56196286,3,0.068174675,-0.005262,3241,2936,1,0.985316168,1,
1440,47.28571429,57.92857143,58.39333333,130.3,0.118110236,63.81673882,3,0.215304911,0.021027958,7094,6490,0,0.999138302,1,
1441,48.76190476,54.47619048,60.01333333,252.3,0.064516129,92.30453729,3,0.076847352,0.12410854,3071,2955,0,0.937532959,1,
1442,29.9590396,34.61904762,65.86367798,117.2790718,0,61.17170803,4,0.166512102,0.105719343,1690.677686,1397.564649,0,0.972512662,2,
1443,72.54761905,77.92857143,37.81333333,503,0.092783505,53.21067821,3,0.059899177,0.018984315,4176,3655,1,0.996789241,1,
1444,37.54761905,44.33333333,56.90666667,431.3,0.354166667,51.85786436,3,0.172495484,-0.06354,1823,1444,1,0.941930413,1,
1445,43,49.61904762,55.73333333,255.8,0.638888889,91.1976912,3,0.072474085,0.005942394,1485,1369,1,0.735314308,1,
1446,60.61904762,68.76190476,64.14,459.7,0.04109589,87.03102453,3,0.045717906,-0.04592,2319,1973,1,0.933053581,1,
1447,46.4047619,48.5952381,49.63333333,165.3,0.0625,60.6962482,3,0.160293683,-0.2159,5472,5288,0,0.996628236,1,
1448,31.08490572,40.35714286,36.3388265,607.9476742,0.007604563,70.6585187,3,0.119974725,0.051412806,2289.187996,2160.607205,0,0.997115088,1,
1449,26.27192615,30.92857143,52.50787862,392.4311521,0,64.81646196,3,0.187044993,-0.079221316,1864.136179,1540.421906,0,0.988258773,1,
1450,38.33333333,49.07142857,58.94666667,406.9,0.0625,90.22366522,3,0.073627308,0.070443229,2333,1746,1,0.698562568,1,
1451,28.28571429,35.97619048,77.53333333,234.6,0.043956044,79.26706569,3,0.062955707,0.268956197,396.4,154.3,2,0.151931116,1,
1452,45.46647426,49.76190476,29.32337443,1125.267353,0.68235296,67.79896207,3,0.145079732,0.003865399,4956.247134,4393.580167,0,0.990971506,1,
1453,51.23809524,53.71428571,41.99333333,3350,0.192307692,91.23900264,4,0.053152651,-0.03942,6111,5901,0,1,2,
1454,28.87496222,32.16666667,42.3437678,388.1019715,0.036144577,71.82529236,3,0.070909567,0.060139049,3037.711754,2481.252004,0,0.633606791,1,
1455,32.44360061,35.73809524,37.01652018,740.4716005,0.493150681,65.69267592,3,0.148256868,0.039200548,3380.214677,3069.16659,0,0.930715501,1,
1456,31.45238095,42.61904762,58.58,477.5,0.09,51.65945166,3,0.109470218,-0.02522,592.4,192.6,0,0.999882194,1,
1457,44.22399612,48.4047619,35.01535288,1906.442574,0.359813094,67.94428544,3,0.128515288,-0.008690238,4350.287347,3941.017724,0,0.984645605,1,
1458,22.3888884,27.42857143,37.3238856,376.8127811,0,65.06193858,4,0.149201244,-0.017892864,682.4697919,456.3013147,0,0.999860601,2,
1459,40.38095238,53.92857143,70.8,277.1,0.035087719,60.17316017,3,0.173816919,0.090438997,1093,621.4,1,0.98818135,1,
1460,36.69047619,50.97619048,77.2,444.1,0.375,91.16161616,3,0.132583797,0.130834252,210.9,0,1,0.999433925,1,
1461,39,44.33333333,56.27333333,720.7,0.558823529,77.52525253,3,0.075641766,-0.1107,1382,1226,4,0.922370411,1,
1462,47.0952381,54.73809524,70.13333333,1193,0.179487179,59.68614719,3,0.138637945,-0.1932,1718,1166,2,0.9474862,1,
1463,59.28571429,62.88095238,31.65333333,681.4,0.49,61.83261183,3,0.055073969,-0.03257,6444,6041,1,0.970966587,1,
1464,54,61.28571429,36.28666667,491.2,0.191176471,59.57792208,3,0.107022412,-0.05065,4982,4681,0,0.998063517,1,
1465,35.45238095,44.26190476,71.26666667,312.9,0.047619048,52.41702742,3,0.113348834,-0.002977,2418,2204,0,0.955034465,1,
1466,13.58085414,16.38095238,42.76334635,77.53137857,0.271634609,83.78809127,4,0.241684794,0.070599578,1461.077411,1175.810001,0,0.996062162,2,
1467,36,44.26190476,69.93333333,190.7,0.5,52.50721501,3,0.274264246,0.245307123,3353,2993,1,0.768513295,1,
1468,34.86185419,41.33333333,49.01777649,168.1945376,0.02919708,71.34509508,3,0.175168887,-0.012667186,4007.011759,3391.840813,0,0.623999564,1,
1469,38.07470122,44.21428571,42.56982676,1193.274817,0.139784947,71.66122421,3,0.146782041,0.014506401,4322.697372,3861.543708,0,0.999840796,1,
1470,13.21468971,15.76190476,34.95757039,97.19094739,0.008474576,83.56160806,5,0.425402343,0.140313119,1313.698543,1105.440385,1,0.924918317,3,
1471,47.38095238,52.26190476,48.83333333,289.2,0.260869565,90.89105339,3,0.025361411,0.089731702,4369,3921,1,0.948562237,1,
1472,42.80952381,50.02380952,61.00666667,814.4,0.098591549,59.92063492,3,0.154319569,-0.1547,1252,667.7,1,0.9968298,1,
1473,54.14285714,61.07142857,65.04666667,424.6,0.152173913,92.61413806,3,0.061242737,-0.1062,2361,1754,0,0.885484586,1,
1474,59.28571429,62.88095238,31.65333333,681.4,0.49,95.29220779,3,0.028925136,-0.03257,6444,6041,1,0.87014978,1,
1475,35.99370175,39.54761905,45.48743693,1387.987141,0.082352944,66.00998036,3,0.125814348,-0.034903735,3627.132847,3325.815207,0,0.946567357,1,
1476,43.47619048,51.14285714,64.34666667,1051,0.19047619,90.74675325,3,0.038020093,-0.03715,1437,1049,1,0.983325432,1,
1477,64,71.64285714,52.50666667,727.4,0.385542169,84.68614719,3,0.023123335,0.107124434,3804,3205,0,0.962997165,1,
1478,58.88095238,66.64285714,83.26666667,1452,0.195402299,90.9992785,3,0.174183756,-0.2796,1572,892.1,0,0.99307951,1,
1479,60.54761905,69.5952381,57.5,230.8,0.688073394,91.36002886,3,0.041684471,0.063023205,3443,2784,0,0.990330797,1,
1480,34.11904762,43.11904762,76.53333333,260.3,0.265306122,83.53841345,3,0.077836394,0.042267588,37.17,0,0,0.87102723,1,
1481,52.78571429,60.35714286,56.74,308.6,0.010638298,91.81519229,4,0.05857911,-0.1164,1895,1641,0,0.998880311,2,
1482,46.78571429,55.5,52.82666667,307.8,0.070588235,59.07287157,4,0.179673761,-0.03906,1566,1243,0,0.998365679,2,
1483,26.03622291,37.4047619,53.95283,778.7850363,0.318713456,68.79124684,3,0.138474897,0.078001417,921.3040927,136.7918551,0,0.93262474,1,
1484,35.97156343,42.21428571,52.76296997,295.3555554,0,81.75500815,3,0.046545386,0.071761951,3877.102112,3577.72459,0,0.999799907,1,
1485,32.30169968,38.47619048,48.31663513,985.2432338,0.029850746,79.71574481,3,0.090440497,0.041477814,2509.130266,1973.718466,0,0.985886216,1,
1486,38.02380952,48.02380952,82.66666667,263.7,0.033707865,83.50036305,3,0.089956164,-0.03629,859.5,485.7,0,0.614346281,1,
1487,45.12603469,50.23809524,63.94710795,275.1682995,0.007092198,71.3645906,3,0.16701363,-0.015088252,4958.668745,4634.634662,0,1,1,
1488,59.04761905,66.83333333,60.68,437.8,0.205357143,92.28615895,3,0.08530584,-0.00745,2084,1744,1,0.956073601,1,
1489,41.61904762,47.95238095,50.95333333,531.6,0.12244898,86.1329494,3,0.062974684,0.010025643,3599,3452,0,0.968586234,1,
1490,50.64285714,58.78571429,75.4,1015,0.078651685,59.72222222,3,0.218474463,-0.1444,842.4,317.7,0,0.97023241,1,
1491,38,42.76190476,55.48666667,831.5,0.120879121,77.11038961,3,0.034479905,-0.1023,945.5,543.3,0,0.794378992,1,
1492,46.47825986,50.83333333,47.19139099,1209.947803,0,81.6814111,3,0.095094264,-0.00770616,5383.279162,4976.069911,0,0.983353376,1,
1493,53.97619048,61.61904762,67.53333333,35.65,0.419354839,59.97474747,3,0.069856234,-0.05456,2746,2523,0,0.959625619,1,
1494,41.78571429,49.35714286,51.21333333,318.8,0.25203252,59.57792208,3,0.110163249,0.0936313,3517,3139,0,0.992858703,1,
1495,50.16666667,56.57142857,51.4,3614,0.062015504,58.8023088,4,0.208553538,-0.01494,5977,5483,0,1,2,
1496,31.54761905,38.76190476,79.6,24.62,0.515151515,76.65945166,3,0.057619981,0.101655847,706.7,420.6,1,0.973641478,1,
1497,43.19047619,58.73809524,58.3,924.5,0.35,60.01082251,3,0.156753644,0.018875931,795.8,0,0,0.767070721,1,
1498,29.14285714,35.0952381,42.54,223.2,0.859649123,72.92568543,3,0.057846297,0.017627064,2329,2030,1,0.826776805,1,
1499,61.38095238,66.19047619,54.58,189.3,0.010638298,84.5959596,3,0.035018198,-0.04798,3074,2847,0,0.884652981,1,
1500,38.09421794,47.9047619,66.73657735,1061.193507,0.00330033,71.3320711,3,0.179364905,0.081737071,3994.782975,3152.889414,0,0.997951174,1,
1501,37.97619048,43.95238095,61.96666667,322.9,0.239130435,54.67171717,3,0.156658709,0.192799657,8095,7838,0,0.924459756,1,
1502,40.73809524,48.16666667,77.4,690.2,0.071428571,80.66378066,3,0.06798625,-0.06529,767.7,396,0,0.959386591,1,
1503,75.61904762,79.21428571,44.16,855.4,0.282608696,52.29076479,3,0.057235908,-0.04571,3813,3697,1,0.994329572,1,
1504,44.89786203,49.33333333,40.05949656,700.6331047,0.133640558,81.6346037,3,0.111527383,-0.052292973,4948.395803,4313.766401,0,0.04419063,1,
1505,52.11904762,55.61904762,55.09333333,1631,0.434210526,89.39393939,4,0.105060518,-0.2396,5412,5153,0,0.816381876,2,
1506,65.21428571,75.42857143,51.34,1437,0.237113402,85.58802309,3,0.033917069,-0.1227,5536,4945,1,0.920934442,1,
1507,58.66666667,65.21428571,64.15333333,1118,0.012345679,59.12698413,3,0.130273893,-0.1317,2135,1784,0,0.984154063,1,
1508,20.47838629,23.78571429,31.8608373,184.2722219,0.573619604,71.8991512,4,0.061270475,0.03047267,901.2269732,699.2376398,0,0.607625365,2,
1509,38.26190476,50.47619048,56.21333333,385.4,0.022222222,59.32539683,3,0.185819477,0.067935445,2440,1828,1,0.942800069,1,
1510,56.47619048,66.71428571,58.47333333,683.1,0.180851064,90.58441558,4,0.123120025,-0.1966,1814,1375,0,0.928575522,2,
1511,34.64285714,43.42857143,48.42666667,283.9,0.230088496,86.19231476,3,0.084457397,0.112902428,2469,2148,0,0.139094965,1,
1512,63.33333333,71.26190476,55.92,1615,0.109375,85.33549784,4,0.051844705,0.053944585,3205,2920,0,0.974314161,2,
1513,26.27192615,30.92857143,52.50787862,392.4311521,0,71.72396295,3,0.097730592,-0.079221316,1864.136179,1540.421906,0,0.936737061,1,
1514,61.19047619,64.52380952,38.37333333,1181,0.292134831,59.84848485,3,0.085396469,-0.01751,5613,5040,1,0.992022199,1,
1515,40.11844017,46.9047619,46.03182983,127.3024911,0.06666667,71.29674396,3,0.142690778,0.090724699,4462.64017,3872.199729,0,1,1,
1516,57.33333333,61.73809524,44.54,3502,0.704545455,55.88023088,4,0.141008362,-0.1424,5315,4902,0,0.983803045,2,
1517,54.33333333,63.69047619,56.66,302.4,0,92.25465465,3,0.021109777,0.083161696,4496,4149,0,0.933166579,1,
1518,66.73809524,71.85714286,44.30666667,1182,0.218390805,82.58968544,3,0.06194599,0.189718873,3873,3340,0,0.992605141,1,
1519,47.83333333,55,57.40666667,360.6,0.234042553,91.68470418,3,0.06326285,0.004716466,1595,1496,1,0.871444604,1,
1520,61.73809524,64.52380952,41.96,1584,0.131386861,83.8023088,4,0.079327017,-0.003191,3299,2996,0,0.98076256,2,
1521,11.59777105,12.35714286,21.51118469,107.7380265,0.226804122,92.63634677,5,0.037928816,-0.054165501,538.3570358,352.7947264,0,0.938955009,3,
1522,54.78571429,59.76190476,56.48666667,3092,0.763157895,90.20945717,4,0.053213738,0.082848587,5459,5237,0,0.98593914,2,
1523,58.66666667,62.07142857,47.26,410.4,0.179104478,85.44372294,4,0.047281694,-0.01437,1916,1733,0,0.968880709,2,
1524,43.4047619,54.54761905,57.50666667,406.5,0.428571429,90.02525253,4,0.111797169,0.039209599,1115,535,0,0.791660227,2,
1525,53.64285714,64,51.69333333,944,0.824074074,91.26984127,3,0.067087859,0.024720851,3771,3427,0,0.984910901,1,
1526,11.48317827,14.52380952,27.86949921,11.95172846,0.239361703,97.34230963,6,0.039942641,0.009803123,711.769616,394.7229699,1,0.868582368,4,
1527,67.64285714,70.14285714,39,1434,0.216494845,80.37518038,4,0.055486318,-0.1343,3958,3482,0,0.93074834,2,
1528,42.28571429,51.35714286,68.53333333,224.2,0.212389381,92.23427838,3,0.056061979,0.058158162,1163,782.8,0,0.844092298,1,
1529,48.73809524,56.47619048,55.00666667,465.7,0.304878049,92.71852783,3,0.053908836,-0.05734,1605,1255,0,0.946629412,1,
1530,12.8315328,17.19047619,30.47568766,237.3600099,0.415966392,83.06609008,5,0.181458399,-0.063425988,1017.360988,618.7910513,0,0.78996855,3,
1531,57.57142857,59.80952381,43.82,295.1,0.357142857,56.06060606,4,0.091050871,0.006829709,1643,1397,0,0.990036653,2,
1532,53.83333333,60.73809524,77.2,1116,0.311111111,62.5,3,0.176170543,-0.1845,3729,3321,0,0.766156822,1,
1533,25.31532215,32.30952381,40.99424998,532.4908081,0,71.64860089,4,0.046747692,0.017624533,652.6034341,0,0,0.908982337,2,
1534,33.38095238,41.11904762,60.90666667,300.3,0.102564103,52.65151515,3,0.213879302,-0.01551,1375,1200,1,0.905627864,1,
1535,32.93627348,39.9047619,63.14229838,1516.667125,0.006097561,66.59165749,3,0.115926303,0.028811255,1654.792406,1446.189749,0,0.983726323,1,
1536,51.9047619,58.0952381,58.18666667,412.1,0,92.28083653,3,0.060891442,-0.1196,3798,3520,0,0.913360625,1,
1537,47.0952381,54.73809524,70.13333333,1193,0.179487179,90.9992785,3,0.048612699,-0.1932,1718,1166,2,0.971675583,1,
1538,24.9047619,30.92857143,63.98666667,665.2,0.1,75.5952381,3,0.075306222,0.101252096,105.2,0,0,0.682566918,1,
1539,46.0952381,51.66666667,51.67333333,2887,0.026666667,89.48412698,4,0.09871003,0.081607109,6079,5863,0,0.866909317,2,
1540,22.70002965,28.21428571,40.09418996,658.7738561,0,71.55209535,4,0.059257347,-0.080445461,824.1316665,514.8056184,0,0.986124933,2,
1541,9.164254324,9.952380952,15.03761927,102.7663589,0.400651455,84.40475612,6,0.097846977,0.00495248,9.046733744,0,0,0.688711107,4,
1542,33.38095238,41.11904762,60.90666667,300.3,0.102564103,78.66161616,3,0.060441624,-0.01551,1375,1200,1,0.665892346,1,
1543,25.90496826,34.0952381,52.11715698,637.9699664,0.401826471,66.1526377,3,0.122426309,-0.116134994,838.2961546,155.6916905,0,0.963920646,1,
1544,66.85714286,70.85714286,39.72666667,990.9,0.3375,53.17460317,3,0.063005343,-0.08767,3905,3549,0,0.991013939,1,
1545,13.66894386,14.28571429,11.00938924,49.80287522,0.275000006,56.27063692,4,0.098366126,0.344695061,465.3289635,341.0330443,0,0.003292736,2,
1546,9.706245786,10.92857143,28.82979838,80.8430665,0.513888896,87.75249214,4,0.035467278,0.128032178,15.78452448,0,0,0.338626981,2,
1547,39.4047619,49.52380952,87,613.9,0.388059701,59.95670996,3,0.158418879,-0.1467,1036,579.6,2,0.986914776,1,
1548,48.04761905,56.73809524,68.13333333,874.7,0.15,94.13780664,3,0.045900736,-0.0798,2906,2720,0,0.841688893,1,
1549,12.63284738,14.61904762,29.43346659,180.5986653,0.064516127,97.81974022,6,0.045899455,0.04189197,893.453168,500.5141162,1,0.118250608,4,
1550,26.7472011,31.95238095,41.43812307,329.5703906,0.267175585,65.60287937,3,0.138985828,-0.02671372,2029.564368,1432.21498,0,0.999468636,1,
1551,54.85714286,59.64285714,57.68,1325,0.081632653,93.72294372,3,0.050950229,-0.09781,4413,4099,0,0.798967682,1,
1552,52.97619048,59.95238095,63.82666667,563.7,0.008928571,90.44011544,4,0.152081057,0.236569845,2374,1929,0,0.969783913,2,
1553,43.98668271,50.30952381,33.91829427,507.5993997,0.007246377,67.66199977,3,0.165766209,0.018332165,4543.817714,4043.328137,0,0.846977353,1,
1554,49.5952381,58.85714286,54.58,1035,0.725490196,95.7972583,3,0.064150684,0.000346775,3596,3005,0,0.789837632,1,
1555,29.21483212,35.45238095,44.28687032,209.0973794,0,62.02583727,3,0.129258364,0.112998359,3026.796541,2622.196795,0,0.009514352,1,
1556,27.10935465,30.4047619,43.63087972,528.2145608,0.018796992,72.42712294,3,0.101807415,-0.082627639,1709.896535,1409.292309,0,0.995646179,1,
1557,53,57.26190476,54.38666667,2553,0.356164384,59.25324675,3,0.096755698,0.16449588,5717,5594,0,0.995639247,1,
1558,48.80952381,56.80952381,53.76666667,210.1,0.054347826,64.39393939,3,0.21371612,0.049679025,5801,5332,0,0.977317373,1,
1559,51.64285714,59.78571429,58.58,344.2,0.104477612,91.80930319,4,0.06628795,0.012950984,1664,1375,0,0.946886605,2,
1560,42.76190476,54.21428571,51.08666667,528.4,0.631578947,91.37806638,3,0.072114907,-0.0197,2159,1701,0,0.988533232,1,
1561,33.61904762,40.19047619,75.53333333,109,0.396551724,78.24675325,3,0.069235988,0.021164842,2666,2533,0,0.681644115,1,
1562,30.07142857,40.71428571,66.44,299.7,0.030769231,51.44300144,3,0.203372061,0.136746303,109.1,0,0,0.628498784,1,
1563,18.40628197,20.16666667,28.44191742,313.154772,0.471264362,64.28691513,4,0.020458955,0.057364784,500.0689328,299.4143155,0,0.87111789,2,
1564,43.03053502,48.4047619,31.45546977,386.8783534,0,67.71433014,3,0.140966281,0.08137764,3895.376102,3618.232047,1,0.975310743,1,
1565,38.80952381,50.97619048,73.66666667,841.4,0.254716981,92.8440515,3,0.067848489,-0.06999,598.5,0,0,0.756313882,1,
1566,30.67485991,36.71428571,36.661527,836.2393028,0.229050279,63.61037646,3,0.190288097,0.031717055,2679.476981,2200.824592,0,0.783945441,1,
1567,36.9047619,42.45238095,51.74,3473,0.415584416,82.56330867,4,0.061942101,0.146858351,7235,6909,0,0.985887887,2,
1568,26.19977969,34.95238095,47.69146729,667.8428795,0.383561641,67.66928701,3,0.133593157,-0.075332873,1886.931578,1067.576306,0,0.995704863,1,
1569,16.6226734,17.66666667,17.36920166,255.3094326,0.29756099,68.92457087,4,0.095777228,-0.009639855,379.7408082,57.59324753,0,0.679722488,2,
1570,30.86439732,36.04761905,36.94115702,274.7711756,0.055555556,68.38029462,3,0.130936965,-0.109142378,2616.763858,2342.988704,0,1,1,
1571,28.41515241,31.78571429,53.10314433,1327.051097,0.342592597,72.66007715,3,0.105078377,0.149024218,2197.540901,1931.585463,0,0.742765486,1,
1572,15.28225708,20.92857143,46.69101969,475.4889441,0,83.14698611,4,0.234833851,0.177120164,2041.842692,1698.650865,0,0.998835375,2,
1573,65.0952381,71.38095238,49.79333333,2051,0.397260274,54.18470418,4,0.087264016,0.019776047,3800,3497,0,0.986561084,2,
1574,24.51185535,28.14285714,52.37508647,1268.10141,0.211864412,65.13864641,3,0.133494362,0.121500492,1640.576157,1415.128292,0,0.998777899,1,
1575,66.42857143,78,62.97333333,717.6,0.084210526,86.83261183,3,0.044304501,0.007688548,2756,2071,1,0.979967494,1,
1576,49.73809524,57.0952381,45.64,254.1,0.253968254,89.80880231,4,0.033525474,-0.09172,2237,1937,0,0.936920863,2,
1577,40.66666667,55.11904762,64.56666667,238.1,0.010526316,94.94258101,3,0.066794164,0.021590382,3064,2675,0,0.570979283,1,
1578,20.58879743,23.69047619,38.40982564,534.8193535,0.709359586,83.3087257,4,1.479609132,-0.095074229,1043.313169,647.7030831,0,0.987791851,2,
1579,54.23809524,61.83333333,55.26,2181,0,91.83698825,3,0.052994214,0.048311429,5153,4874,0,1,1,
1580,47.85714286,57.16666667,67.93333333,1047,0.553846154,92.0846499,3,0.058563989,0.101885341,1295,1054,0,0.891750669,1,
1581,57.30952381,61.30952381,51.65333333,663.9,0.175675676,86.11847682,4,0.05771092,-0.1653,1892,1569,0,0.984870427,2,
